0,0
1,1
2,2
3,1
4,4
5,5
6,2
7,7
8,8
9,1
10,10
11,11
12,4
13,13
14,14
15,5
16,16
17,17
18,2
19,19
20,20
21,5
22,22
23,23
24,8
25,25
26,26
27,1
28,28
29,29
30,10
31,31
32,32
33,11
34,34
35,35
36,4
37,37
38,38
39,13
40,40
41,41
42,14
43,43
44,44
45,5
46,46
47,47
48,16
49,49
50,50
51,17
52,52
53,53
54,2
55,55
56,56
57,11
58,58
59,59
60,20
61,61
62,62
63,5
64,64
65,65
66,14
67,67
68,68
69,23
70,70
71,71
72,8
73,73
74,74
75,17
76,76
77,77
78,26
79,79
80,80
81,1
82,82
83,83
84,28
85,85
86,86
87,29
88,88
89,89
90,10
91,91
92,92
93,31
94,94
95,95
96,32
97,97
98,98
99,11
100,100
101,101
102,34
103,103
104,104
105,35
106,106
107,107
108,4
109,109
110,110
111,31
112,112
113,113
114,38
115,115
116,116
117,13
118,118
119,119
120,40
121,121
122,122
123,41
124,124
125,125
126,14
127,127
128,128
129,43
130,130
131,131
132,44
133,133
134,134
135,5
136,136
137,137
138,34
139,139
140,140
141,47
142,142
143,143
144,16
145,145
146,146
147,43
148,148
149,149
150,50
151,151
152,152
153,17
154,154
155,155
156,52
157,157
158,158
159,53
160,160
161,161
162,2
163,122
164,164
165,29
166,166
167,167
168,56
169,169
170,170
171,11
172,172
173,173
174,38
175,175
176,176
177,59
178,178
179,179
180,20
181,181
182,182
183,47
184,184
185,185
186,62
187,187
188,188
189,5
190,190
191,191
192,32
193,193
194,194
195,59
196,196
197,197
198,14
199,199
200,200
201,41
202,202
203,203
204,68
205,205
206,206
207,23
208,208
209,209
210,50
211,211
212,212
213,71
214,214
215,215
216,8
217,217
218,218
219,35
220,220
221,221
222,62
223,223
224,224
225,17
226,226
227,227
228,44
229,229
230,230
231,71
232,232
233,233
234,26
235,235
236,236
237,53
238,238
239,239
240,80
241,241
242,242
243,1
244,40
245,53
246,82
247,121
248,160
249,83
250,122
251,161
252,28
253,253
254,254
255,85
256,256
257,257
258,86
259,259
260,260
261,29
262,262
263,263
264,88
265,265
266,266
267,89
268,268
269,269
270,10
271,271
272,272
273,91
274,274
275,275
276,92
277,277
278,278
279,31
280,280
281,281
282,94
283,283
284,284
285,95
286,286
287,287
288,32
289,289
290,290
291,97
292,292
293,293
294,98
295,295
296,296
297,11
298,298
299,299
300,100
301,301
302,302
303,101
304,304
305,305
306,34
307,307
308,308
309,103
310,310
311,311
312,104
313,313
314,314
315,35
316,316
317,317
318,106
319,319
320,320
321,107
322,322
323,323
324,4
325,121
326,134
327,85
328,328
329,329
330,110
331,331
332,332
333,31
334,334
335,335
336,112
337,337
338,338
339,113
340,340
341,341
342,38
343,343
344,344
345,115
346,346
347,347
348,116
349,349
350,350
351,13
352,352
353,353
354,94
355,355
356,356
357,119
358,358
359,359
360,40
361,361
362,362
363,121
364,364
365,365
366,122
367,367
368,368
369,41
370,370
371,371
372,124
373,373
374,374
375,125
376,376
377,377
378,14
379,365
380,380
381,103
382,382
383,383
384,128
385,385
386,386
387,43
388,388
389,389
390,130
391,391
392,392
393,131
394,394
395,395
396,44
397,397
398,398
399,133
400,400
401,401
402,134
403,403
404,404
405,5
406,122
407,215
408,88
409,365
410,410
411,137
412,412
413,413
414,34
415,415
416,416
417,115
418,418
419,419
420,140
421,421
422,422
423,47
424,424
425,425
426,142
427,427
428,428
429,143
430,430
431,431
432,16
433,367
434,434
435,97
436,436
437,437
438,146
439,439
440,440
441,43
442,442
443,443
444,124
445,445
446,446
447,149
448,448
449,449
450,50
451,451
452,452
453,151
454,454
455,455
456,152
457,457
458,458
459,17
460,368
461,461
462,106
463,463
464,464
465,155
466,466
467,467
468,52
469,469
470,470
471,133
472,472
473,473
474,158
475,475
476,476
477,53
478,478
479,479
480,160
481,481
482,482
483,161
484,484
485,485
486,2
487,41
488,80
489,83
490,122
491,161
492,164
493,203
494,242
495,29
496,284
497,323
498,110
499,365
500,404
501,167
502,446
503,485
504,56
505,505
506,506
507,137
508,508
509,509
510,170
511,511
512,512
513,11
514,310
515,323
516,92
517,517
518,518
519,173
520,520
521,521
522,38
523,523
524,524
525,119
526,526
527,527
528,176
529,529
530,530
531,59
532,532
533,533
534,146
535,535
536,536
537,179
538,538
539,539
540,20
541,371
542,542
543,101
544,544
545,545
546,182
547,547
548,548
549,47
550,550
551,551
552,128
553,553
554,554
555,185
556,556
557,557
558,62
559,559
560,560
561,155
562,562
563,563
564,188
565,565
566,566
567,5
568,124
569,161
570,86
571,367
572,484
573,167
574,446
575,485
576,32
577,577
578,578
579,113
580,580
581,581
582,194
583,583
584,584
585,59
586,586
587,587
588,140
589,589
590,590
591,197
592,592
593,593
594,14
595,373
596,404
597,95
598,598
599,599
600,176
601,601
602,602
603,41
604,604
605,605
606,122
607,607
608,608
609,203
610,610
611,611
612,68
613,613
614,614
615,149
616,616
617,617
618,206
619,619
620,620
621,23
622,374
623,623
624,104
625,625
626,626
627,185
628,628
629,629
630,50
631,631
632,632
633,131
634,634
635,635
636,212
637,637
638,638
639,71
640,640
641,641
642,158
643,643
644,644
645,215
646,646
647,647
648,8
649,125
650,242
651,89
652,368
653,485
654,170
655,611
656,656
657,35
658,658
659,659
660,116
661,661
662,662
663,197
664,664
665,665
666,62
667,667
668,668
669,143
670,670
671,671
672,224
673,673
674,674
675,17
676,376
677,485
678,98
679,679
680,680
681,179
682,682
683,683
684,44
685,685
686,686
687,125
688,688
689,689
690,206
691,691
692,692
693,71
694,694
695,695
696,152
697,697
698,698
699,233
700,700
701,701
702,26
703,377
704,704
705,107
706,706
707,707
708,188
709,709
710,710
711,53
712,712
713,713
714,134
715,715
716,716
717,215
718,718
719,719
720,80
721,721
722,722
723,161
724,724
725,725
726,242
727,727
728,728
729,1
730,13
731,17
732,28
733,40
734,52
735,29
736,41
737,53
738,82
739,94
740,106
741,85
742,121
743,133
744,88
745,124
746,160
747,83
748,119
749,155
750,86
751,122
752,158
753,89
754,125
755,161
756,28
757,256
758,260
759,253
760,283
761,295
762,254
763,310
764,322
765,85
766,337
767,349
768,256
769,364
770,376
771,257
772,373
773,403
774,86
775,358
776,430
777,259
778,367
779,457
780,260
781,376
782,484
783,29
784,353
785,461
786,254
787,362
788,470
789,263
790,371
791,479
792,88
793,356
794,464
795,257
796,365
797,473
798,266
799,374
800,482
801,89
802,359
803,467
804,260
805,368
806,476
807,269
808,377
809,485
810,10
811,94
812,98
813,253
814,283
815,295
816,272
817,284
818,296
819,91
820,820
821,821
822,274
823,823
824,824
825,275
826,826
827,827
828,92
829,829
830,830
831,277
832,832
833,833
834,278
835,835
836,836
837,31
838,337
839,341
840,280
841,841
842,842
843,281
844,844
845,845
846,94
847,847
848,848
849,283
850,850
851,851
852,284
853,853
854,854
855,95
856,856
857,857
858,286
859,859
860,860
861,287
862,862
863,863
864,32
865,356
866,584
867,289
868,868
869,869
870,290
871,871
872,872
873,97
874,874
875,875
876,292
877,877
878,878
879,293
880,880
881,881
882,98
883,883
884,884
885,295
886,886
887,887
888,296
889,889
890,890
891,11
892,119
893,179
894,254
895,362
896,470
897,299
898,527
899,539
900,100
901,848
902,902
903,301
904,904
905,905
906,302
907,907
908,908
909,101
910,910
911,911
912,304
913,913
914,914
915,305
916,916
917,917
918,34
919,358
920,422
921,289
922,922
923,923
924,308
925,925
926,926
927,103
928,928
929,929
930,310
931,931
932,932
933,311
934,934
935,935
936,104
937,937
938,938
939,313
940,940
941,941
942,314
943,943
944,944
945,35
946,359
947,665
948,316
949,949
950,950
951,317
952,952
953,953
954,106
955,955
956,956
957,319
958,958
959,959
960,320
961,961
962,962
963,107
964,964
965,965
966,322
967,967
968,968
969,323
970,970
971,971
972,4
973,40
974,44
975,85
976,121
977,133
978,110
979,122
980,134
981,85
982,283
983,319
984,328
985,364
986,400
987,329
988,367
989,403
990,110
991,362
992,398
993,329
994,365
995,401
996,332
997,368
998,404
999,31
1000,283
1001,287
1002,274
1003,850
1004,862
1005,335
1006,851
1007,863
1008,112
1009,1009
1010,1010
1011,337
1012,1012
1013,1013
1014,338
1015,1015
1016,1016
1017,113
1018,1018
1019,1019
1020,340
1021,1021
1022,1022
1023,341
1024,1024
1025,1025
1026,38
1027,362
1028,530
1029,301
1030,1030
1031,1031
1032,344
1033,1033
1034,1034
1035,115
1036,1036
1037,1037
1038,346
1039,1039
1040,1040
1041,347
1042,1042
1043,1043
1044,116
1045,1045
1046,1046
1047,349
1048,1048
1049,1049
1050,350
1051,1051
1052,1052
1053,13
1054,121
1055,125
